orderdetailid,orderid,itemid,PreparationTime,DeliveryTime,TotalTime
1138,1138,192,19,39,58
1139,1139,169,14,18,32
1140,1140,473,21,83,104
1141,1141,450,54,104,158
1142,1142,198,28,76,104
1143,1143,400,52,76,128
1144,1144,157,43,97,140
1145,1145,415,38,116,154
1146,1146,173,21,60,81
1147,1147,51,50,71,121
1148,1148,436,10,95,105
1149,1149,337,32,35,67
1150,1150,460,23,32,55
1151,1151,234,26,83,109
1152,1152,31,50,103,153
1153,1153,242,29,101,130
1154,1154,194,46,100,146
1155,1155,126,41,68,109
1156,1156,338,13,29,42
1157,1157,460,60,115,175
1158,1158,90,13,120,133
1159,1159,313,18,61,79
1160,1160,325,10,24,34
1161,1161,429,11,65,76
1162,1162,195,30,52,82
1163,1163,22,59,71,130
1164,1164,307,26,43,69
1165,1165,15,11,82,93
1166,1166,462,21,28,49
1167,1167,459,15,88,103
1168,1168,182,43,16,59
1169,1169,478,42,59,101
1170,1170,420,51,38,89
1171,1171,194,13,108,121
1172,1172,272,41,105,146
1173,1173,22,42,23,65
1174,1174,30,31,63,94
1175,1175,95,50,15,65
1176,1176,447,37,50,87
1177,1177,94,21,39,60
1178,1178,249,41,20,61
1179,1179,415,21,41,62
1180,1180,288,30,40,70
1181,1181,269,35,35,70
1182,1182,142,48,80,128
1183,1183,27,40,35,75
1184,1184,432,36,47,83
1185,1185,155,50,65,115
1186,1186,397,52,117,169
1187,1187,114,59,92,151
1188,1188,461,51,36,87
1189,1189,107,57,48,105
1190,1190,187,60,72,132
1191,1191,95,33,51,84
1192,1192,472,43,22,65
1193,1193,123,36,21,57
1194,1194,382,16,45,61
1195,1195,252,41,32,73
1196,1196,347,20,112,132
1197,1197,58,49,93,142
1198,1198,99,12,81,93
1199,1199,128,26,82,108
1200,1200,398,53,59,112
1201,1201,347,19,95,114
1202,1202,56,41,110,151
1203,1203,229,44,98,142
1204,1204,417,57,53,110
1205,1205,237,53,64,117
1206,1206,405,54,73,127
1207,1207,262,46,57,103
1208,1208,178,38,31,69
1209,1209,298,41,111,152
1210,1210,1,17,98,115
1211,1211,269,46,91,137
1212,1212,24,20,66,86
1213,1213,286,36,115,151
1214,1214,416,45,117,162
1215,1215,374,59,107,166
1216,1216,122,58,103,161
1217,1217,391,22,22,44
1218,1218,462,18,70,88
1219,1219,114,36,34,70
1220,1220,33,27,55,82
1221,1221,51,20,67,87
1222,1222,453,33,77,110
1223,1223,290,21,85,106
1224,1224,477,23,109,132
1225,1225,142,59,54,113
1226,1226,240,31,21,52
1227,1227,198,57,99,156
1228,1228,473,24,110,134
1229,1229,185,26,21,47
1230,1230,109,54,17,71
1231,1231,1,44,28,72
1232,1232,324,51,43,94
1233,1233,109,11,58,69
1234,1234,420,22,55,77
1235,1235,11,29,78,107
1236,1236,408,51,117,168
1237,1237,186,15,61,76
1238,1238,2,54,26,80
1239,1239,53,20,77,97
1240,1240,413,39,108,147
1241,1241,98,26,77,103
1242,1242,71,29,115,144
1243,1243,231,14,100,114
1244,1244,231,52,82,134
1245,1245,59,56,42,98
1246,1246,371,11,98,109
1247,1247,87,52,77,129
1248,1248,73,34,102,136
1249,1249,192,17,44,61
1250,1250,28,28,100,128
1251,1251,292,54,63,117
1252,1252,435,58,91,149
1253,1253,119,19,78,97
1254,1254,152,54,102,156
1255,1255,154,12,101,113
1256,1256,271,56,50,106
1257,1257,294,22,62,84
1258,1258,30,36,63,99
1259,1259,230,39,42,81
1260,1260,376,49,104,153
1261,1261,351,52,77,129
1262,1262,25,54,93,147
1263,1263,76,25,35,60
1264,1264,238,58,62,120
1265,1265,110,19,19,38
1266,1266,164,21,53,74
1267,1267,33,35,86,121
1268,1268,315,58,56,114
1269,1269,59,39,107,146
1270,1270,110,24,42,66
1271,1271,32,34,23,57
1272,1272,340,57,85,142
1273,1273,106,43,117,160
1274,1274,135,16,81,97
1275,1275,158,42,19,61
1276,1276,127,35,69,104
1277,1277,70,18,68,86
1278,1278,415,32,119,151
1279,1279,170,60,87,147
1280,1280,178,28,72,100
1281,1281,300,57,43,100
1282,1282,167,47,22,69
1283,1283,184,52,58,110
1284,1284,198,52,119,171
1285,1285,433,36,22,58
1286,1286,128,22,79,101
1287,1287,302,20,31,51
1288,1288,480,28,34,62
1289,1289,333,10,88,98
1290,1290,127,37,33,70
1291,1291,81,55,40,95
1292,1292,242,22,32,54
1293,1293,201,56,81,137
1294,1294,225,47,91,138
1295,1295,357,43,115,158
1296,1296,294,36,80,116
1297,1297,402,44,79,123
1298,1298,200,50,80,130
1299,1299,253,51,28,79
1300,1300,223,50,27,77
1301,1301,432,45,111,156
1302,1302,330,10,66,76
1303,1303,366,22,83,105
1304,1304,337,17,40,57
1305,1305,280,21,51,72
1306,1306,343,29,68,97
1307,1307,373,47,94,141
1308,1308,276,28,100,128
1309,1309,115,60,46,106
1310,1310,192,46,21,67
1311,1311,462,56,22,78
1312,1312,104,13,37,50
1313,1313,39,46,18,64
1314,1314,373,18,100,118
1315,1315,353,46,115,161
1316,1316,390,18,117,135
1317,1317,444,50,51,101
1318,1318,48,26,77,103
1319,1319,252,17,114,131
1320,1320,96,27,66,93
1321,1321,250,39,77,116
1322,1322,263,31,101,132
1323,1323,394,18,95,113
1324,1324,447,24,51,75
1325,1325,117,20,79,99
1326,1326,378,54,90,144
1327,1327,256,56,22,78
1328,1328,132,49,108,157
1329,1329,254,14,62,76
1330,1330,404,51,89,140
1331,1331,37,15,27,42
1332,1332,326,60,58,118
1333,1333,371,12,113,125
1334,1334,473,22,38,60
1335,1335,80,16,50,66
1336,1336,9,41,26,67
1337,1337,181,22,42,64
1338,1338,313,20,49,69
1339,1339,289,55,38,93
1340,1340,95,34,80,114
1341,1341,175,38,23,61
1342,1342,80,19,51,70
1343,1343,176,16,18,34
1344,1344,459,45,67,112
1345,1345,135,40,21,61
1346,1346,298,20,104,124
1347,1347,337,11,71,82
1348,1348,465,46,85,131
1349,1349,276,59,100,159
1350,1350,227,40,60,100
1351,1351,354,48,59,107
1352,1352,144,23,33,56
1353,1353,323,58,95,153
1354,1354,189,33,61,94
1355,1355,471,60,54,114
1356,1356,312,37,27,64
1357,1357,359,52,112,164
1358,1358,178,30,84,114
1359,1359,468,55,69,124
1360,1360,372,13,28,41
1361,1361,455,44,92,136
1362,1362,344,48,106,154
1363,1363,100,38,26,64
1364,1364,95,59,80,139
1365,1365,201,11,42,53
1366,1366,470,20,43,63
1367,1367,2,16,33,49
1368,1368,60,37,41,78
1369,1369,91,14,86,100
1370,1370,327,30,64,94
1371,1371,281,28,17,45
1372,1372,425,35,22,57
1373,1373,104,14,19,33
1374,1374,385,38,88,126
1375,1375,291,39,61,100
1376,1376,407,31,32,63
1377,1377,109,45,41,86
1378,1378,5,42,95,137
1379,1379,147,20,18,38
1380,1380,272,50,69,119
1381,1381,25,41,84,125
1382,1382,434,28,75,103
1383,1383,363,20,28,48
1384,1384,114,33,113,146
1385,1385,41,11,109,120
1386,1386,174,15,111,126
1387,1387,246,38,104,142
1388,1388,453,39,42,81
1389,1389,392,38,83,121
1390,1390,79,29,93,122
1391,1391,473,41,43,84
1392,1392,212,29,58,87
1393,1393,107,14,50,64
1394,1394,445,38,75,113
1395,1395,271,39,62,101
1396,1396,201,59,104,163
1397,1397,331,15,80,95
1398,1398,96,59,79,138
1399,1399,438,46,17,63
1400,1400,23,52,16,68
1401,1401,379,60,58,118
1402,1402,386,12,114,126
1403,1403,113,41,43,84
1404,1404,249,60,16,76
1405,1405,61,31,38,69
1406,1406,377,49,114,163
1407,1407,352,19,95,114
1408,1408,192,34,76,110
1409,1409,428,52,40,92
1410,1410,396,58,107,165
1411,1411,442,49,108,157
1412,1412,336,29,30,59
1413,1413,97,60,81,141
1414,1414,72,41,56,97
1415,1415,431,13,119,132
1416,1416,108,32,52,84
1417,1417,300,18,18,36
1418,1418,354,51,76,127
1419,1419,184,13,54,67
1420,1420,75,15,115,130
1421,1421,310,20,29,49
1422,1422,87,33,21,54
1423,1423,70,10,26,36
1424,1424,21,24,18,42
1425,1425,150,12,61,73
1426,1426,317,38,55,93
1427,1427,210,36,119,155
1428,1428,453,53,17,70
1429,1429,408,55,118,173
1430,1430,464,24,15,39
1431,1431,456,56,44,100
1432,1432,321,56,57,113
1433,1433,463,49,50,99
1434,1434,305,49,107,156
1435,1435,83,16,55,71
1436,1436,419,57,94,151
1437,1437,247,39,93,132
1438,1438,352,38,89,127
1439,1439,423,22,82,104
1440,1440,138,28,54,82
1441,1441,27,30,111,141
1442,1442,453,40,55,95
1443,1443,53,49,23,72
1444,1444,436,34,47,81
1445,1445,219,44,118,162
1446,1446,408,32,23,55
1447,1447,25,60,32,92
1448,1448,48,43,51,94
1449,1449,412,10,65,75
1450,1450,376,12,36,48
1451,1451,121,40,49,89
1452,1452,274,29,64,93
1453,1453,72,31,80,111
1454,1454,200,22,46,68
1455,1455,375,15,31,46
1456,1456,249,31,71,102
1457,1457,113,17,112,129
1458,1458,179,13,31,44
1459,1459,419,51,99,150
1460,1460,224,57,120,177
1461,1461,442,41,24,65
1462,1462,59,57,49,106
1463,1463,202,35,54,89
1464,1464,259,21,44,65
1465,1465,103,44,39,83
1466,1466,59,10,120,130
1467,1467,14,18,17,35
1468,1468,65,46,73,119
1469,1469,303,40,27,67
1470,1470,317,47,96,143
1471,1471,386,43,84,127
1472,1472,231,54,46,100
1473,1473,104,59,116,175
1474,1474,228,25,116,141
1475,1475,16,24,67,91
1476,1476,84,27,102,129
1477,1477,460,28,43,71
1478,1478,48,45,33,78
1479,1479,289,49,79,128
1480,1480,248,45,28,73
1481,1481,448,14,26,40
1482,1482,432,41,117,158
1483,1483,111,48,44,92
1484,1484,405,54,96,150
1485,1485,345,46,99,145
1486,1486,184,26,99,125
1487,1487,406,56,96,152
1488,1488,56,40,47,87
1489,1489,429,47,63,110
1490,1490,81,31,72,103
1491,1491,452,51,101,152
1492,1492,424,57,107,164
1493,1493,434,55,24,79
1494,1494,480,30,27,57
1495,1495,240,20,69,89
1496,1496,147,12,55,67
1497,1497,160,44,46,90
1498,1498,70,20,30,50
1499,1499,382,17,73,90
1500,1500,215,59,38,97
1501,1501,407,30,97,127
1502,1502,223,10,74,84
1503,1503,4,23,78,101
1504,1504,274,28,68,96
1505,1505,471,55,78,133
1506,1506,169,33,50,83
1507,1507,143,16,112,128
1508,1508,14,15,80,95
1509,1509,83,59,56,115
1510,1510,454,44,106,150
1511,1511,242,48,31,79
1512,1512,387,24,114,138
1513,1513,183,37,16,53
1514,1514,200,43,36,79
1515,1515,351,31,76,107
1516,1516,275,17,40,57
1517,1517,448,38,66,104
1518,1518,462,34,74,108
1519,1519,204,28,38,66
1520,1520,437,32,82,114
1521,1521,144,32,36,68
1522,1522,194,30,57,87
1523,1523,90,15,71,86
1524,1524,308,27,56,83
1525,1525,70,16,71,87
1526,1526,336,45,99,144
1527,1527,274,58,81,139
1528,1528,125,48,78,126
1529,1529,452,43,27,70
1530,1530,1,15,51,66
1531,1531,94,11,25,36
1532,1532,286,35,72,107
1533,1533,108,31,113,144
1534,1534,471,26,25,51
1535,1535,67,20,110,130
1536,1536,342,35,52,87
1537,1537,140,14,25,39
1538,1538,285,22,73,95
1539,1539,216,26,44,70
1540,1540,138,57,76,133
1541,1541,327,25,89,114
1542,1542,227,39,97,136
1543,1543,336,22,49,71
1544,1544,160,15,75,90
1545,1545,122,11,84,95
1546,1546,368,51,118,169
1547,1547,448,15,119,134
1548,1548,269,28,102,130
1549,1549,444,46,38,84
1550,1550,227,14,27,41
1551,1551,332,37,112,149
1552,1552,445,24,81,105
1553,1553,148,20,69,89
1554,1554,58,54,74,128
1555,1555,84,59,48,107
1556,1556,289,40,107,147
1557,1557,23,31,63,94
1558,1558,346,12,21,33
1559,1559,153,41,64,105
1560,1560,246,60,81,141
1561,1561,400,57,95,152
1562,1562,88,41,39,80
1563,1563,70,58,70,128
1564,1564,129,46,81,127
1565,1565,47,39,31,70
1566,1566,50,55,78,133
1567,1567,437,24,84,108
1568,1568,12,35,112,147
1569,1569,241,43,20,63
1570,1570,233,25,29,54
1571,1571,102,25,38,63
1572,1572,81,34,109,143
1573,1573,186,41,101,142
1574,1574,346,23,48,71
1575,1575,303,26,104,130
1576,1576,73,35,61,96
1577,1577,2,46,115,161
1578,1578,134,60,60,120
1579,1579,78,56,27,83
1580,1580,271,12,44,56
1581,1581,123,34,48,82
1582,1582,463,11,36,47
1583,1583,368,23,119,142
1584,1584,70,36,115,151
1585,1585,372,45,103,148
1586,1586,61,51,92,143
1587,1587,403,36,34,70
1588,1588,454,43,119,162
1589,1589,348,29,36,65
1590,1590,230,53,51,104
1591,1591,232,42,55,97
1592,1592,83,27,103,130
1593,1593,186,52,116,168
1594,1594,283,59,85,144
1595,1595,312,48,45,93
1596,1596,152,40,79,119
1597,1597,52,22,57,79
1598,1598,339,47,17,64
1599,1599,252,25,103,128
1600,1600,432,48,105,153
1601,1601,195,46,107,153
1602,1602,18,45,36,81
1603,1603,279,46,94,140
1604,1604,481,52,67,119
1605,1605,375,14,76,90
1606,1606,178,13,60,73
1607,1607,178,40,100,140
1608,1608,203,57,68,125
1609,1609,427,26,103,129
1610,1610,245,42,44,86
1611,1611,137,40,28,68
1612,1612,283,22,103,125
1613,1613,89,27,103,130
1614,1614,56,46,88,134
1615,1615,354,56,62,118
1616,1616,57,59,60,119
1617,1617,37,43,47,90
1618,1618,411,23,73,96
1619,1619,116,40,78,118
1620,1620,449,25,96,121
1621,1621,340,30,48,78
1622,1622,262,34,17,51
1623,1623,398,18,86,104
1624,1624,133,40,84,124
1625,1625,20,39,16,55
1626,1626,94,29,59,88
1627,1627,95,31,61,92
1628,1628,275,43,59,102
1629,1629,346,38,22,60
1630,1630,441,55,55,110
1631,1631,151,58,103,161
1632,1632,29,23,96,119
1633,1633,248,32,120,152
1634,1634,197,30,99,129
1635,1635,400,54,116,170
1636,1636,445,42,25,67
1637,1637,129,21,63,84
1638,1638,471,34,107,141
1639,1639,244,32,64,96
1640,1640,197,43,86,129
1641,1641,30,14,79,93
1642,1642,38,15,96,111
1643,1643,308,28,82,110
1644,1644,72,58,32,90
1645,1645,365,20,92,112
1646,1646,232,24,62,86
1647,1647,345,41,93,134
1648,1648,450,48,49,97
1649,1649,114,30,102,132
1650,1650,156,47,111,158
1651,1651,443,44,84,128
1652,1652,268,31,36,67
1653,1653,23,40,83,123
1654,1654,454,19,72,91
1655,1655,94,29,29,58
1656,1656,288,40,66,106
1657,1657,362,49,59,108
1658,1658,242,31,113,144
1659,1659,397,54,103,157
1660,1660,468,46,98,144
1661,1661,177,45,28,73
1662,1662,90,51,19,70
1663,1663,204,59,55,114
1664,1664,124,28,32,60
1665,1665,437,34,94,128
1666,1666,215,40,86,126
1667,1667,447,10,67,77
1668,1668,297,52,61,113
1669,1669,465,13,72,85
1670,1670,421,21,61,82
1671,1671,303,11,68,79
1672,1672,391,60,36,96
1673,1673,446,19,95,114
1674,1674,191,23,52,75
1675,1675,428,46,26,72
1676,1676,215,51,26,77
1677,1677,211,43,88,131
1678,1678,269,30,113,143
1679,1679,100,56,68,124
1680,1680,199,46,22,68
1681,1681,264,52,112,164
1682,1682,176,59,23,82
1683,1683,30,40,55,95
1684,1684,84,31,83,114
1685,1685,142,42,53,95
1686,1686,173,15,17,32
1687,1687,476,20,90,110
1688,1688,457,19,102,121
1689,1689,188,26,83,109
1690,1690,335,30,118,148
1691,1691,200,19,44,63
1692,1692,38,30,84,114
1693,1693,104,13,111,124
1694,1694,251,13,34,47
1695,1695,467,49,23,72
1696,1696,452,14,91,105
1697,1697,363,29,119,148
1698,1698,433,11,30,41
1699,1699,60,50,103,153
1700,1700,19,52,94,146
1701,1701,130,23,24,47
1702,1702,232,44,75,119
1703,1703,395,14,56,70
1704,1704,15,28,53,81
1705,1705,113,51,59,110
1706,1706,401,17,67,84
1707,1707,208,19,61,80
1708,1708,43,25,109,134
1709,1709,304,38,49,87
1710,1710,475,34,107,141
1711,1711,9,41,86,127
1712,1712,153,46,66,112
1713,1713,205,16,116,132
1714,1714,465,28,120,148
1715,1715,25,55,87,142
1716,1716,280,22,78,100
1717,1717,309,10,49,59
1718,1718,56,34,78,112
1719,1719,97,42,68,110
1720,1720,310,56,52,108
1721,1721,304,47,82,129
1722,1722,115,33,73,106
1723,1723,455,23,16,39
1724,1724,407,20,86,106
1725,1725,135,50,118,168
1726,1726,143,15,80,95
1727,1727,122,15,71,86
1728,1728,129,15,15,30
1729,1729,430,11,80,91
1730,1730,31,15,27,42
1731,1731,234,56,104,160
1732,1732,340,32,102,134
1733,1733,107,59,52,111
1734,1734,447,31,118,149
1735,1735,223,26,80,106
1736,1736,68,22,68,90
1737,1737,441,15,44,59
1738,1738,12,45,19,64
1739,1739,428,10,112,122
1740,1740,393,19,73,92
1741,1741,266,37,71,108
1742,1742,275,29,40,69
1743,1743,253,59,88,147
1744,1744,469,46,59,105
1745,1745,260,58,75,133
1746,1746,134,37,52,89
1747,1747,402,39,92,131
1748,1748,463,49,54,103
1749,1749,192,38,77,115
1750,1750,16,49,60,109
1751,1751,182,21,72,93
1752,1752,40,13,27,40
1753,1753,172,52,67,119
1754,1754,39,43,71,114
1755,1755,196,36,19,55
1756,1756,244,53,107,160
1757,1757,162,29,67,96
1758,1758,74,58,80,138
1759,1759,237,41,28,69
1760,1760,320,28,15,43
1761,1761,304,39,25,64
1762,1762,227,25,19,44
1763,1763,196,13,74,87
1764,1764,118,35,108,143
1765,1765,300,45,95,140
1766,1766,136,24,101,125
1767,1767,224,38,85,123
1768,1768,463,42,64,106
1769,1769,267,30,86,116
1770,1770,275,26,105,131
1771,1771,460,53,71,124
1772,1772,29,17,104,121
1773,1773,170,15,101,116
1774,1774,68,35,82,117
1775,1775,277,54,119,173
1776,1776,24,24,84,108
1777,1777,7,23,38,61
1778,1778,40,52,49,101
1779,1779,71,36,57,93
1780,1780,240,25,35,60
1781,1781,104,31,96,127
1782,1782,467,27,75,102
1783,1783,292,53,96,149
1784,1784,477,37,26,63
1785,1785,6,11,80,91
1786,1786,244,60,33,93
1787,1787,22,34,59,93
1788,1788,345,35,49,84
1789,1789,85,43,30,73
1790,1790,207,42,84,126
1791,1791,88,41,80,121
1792,1792,199,43,80,123
1793,1793,460,13,17,30
1794,1794,135,26,84,110
1795,1795,60,48,57,105
1796,1796,433,31,102,133
1797,1797,144,47,75,122
1798,1798,438,44,39,83
1799,1799,98,58,65,123
1800,1800,202,55,22,77
1801,1801,355,46,49,95
1802,1802,22,52,15,67
1803,1803,231,38,100,138
1804,1804,93,51,69,120
1805,1805,399,38,118,156
1806,1806,479,55,64,119
1807,1807,439,19,99,118
1808,1808,279,57,106,163
1809,1809,377,11,89,100
1810,1810,77,50,58,108
1811,1811,468,42,86,128
1812,1812,405,35,110,145
1813,1813,52,30,51,81
1814,1814,472,36,54,90
1815,1815,27,36,115,151
1816,1816,395,47,112,159
1817,1817,66,59,105,164
1818,1818,384,21,34,55
1819,1819,104,44,58,102
1820,1820,431,17,51,68
1821,1821,33,59,22,81
1822,1822,84,17,92,109
1823,1823,466,16,50,66
1824,1824,218,15,102,117
1825,1825,147,28,63,91
1826,1826,401,39,59,98
1827,1827,7,12,30,42
1828,1828,404,16,101,117
1829,1829,213,18,93,111
1830,1830,378,33,100,133
1831,1831,117,56,19,75
1832,1832,40,19,34,53
1833,1833,89,29,17,46
1834,1834,55,41,21,62
1835,1835,372,32,39,71
1836,1836,147,35,48,83
1837,1837,60,46,81,127
1838,1838,193,18,102,120
1839,1839,260,46,26,72
1840,1840,367,50,108,158
1841,1841,451,21,110,131
1842,1842,400,30,42,72
1843,1843,315,54,43,97
1844,1844,38,14,24,38
1845,1845,37,41,111,152
1846,1846,211,52,78,130
1847,1847,408,11,56,67
1848,1848,117,24,113,137
1849,1849,323,49,86,135
1850,1850,421,41,33,74
1851,1851,7,43,57,100
1852,1852,234,49,81,130
1853,1853,146,20,88,108
1854,1854,10,48,56,104
1855,1855,352,49,85,134
1856,1856,198,33,24,57
1857,1857,207,29,35,64
1858,1858,264,22,111,133
1859,1859,71,46,65,111
1860,1860,254,44,95,139
1861,1861,52,45,21,66
1862,1862,110,22,84,106
1863,1863,160,53,78,131
1864,1864,234,35,31,66
1865,1865,436,21,81,102
1866,1866,188,27,38,65
1867,1867,204,48,89,137
1868,1868,23,54,105,159
1869,1869,323,36,50,86
1870,1870,288,30,81,111
1871,1871,74,23,94,117
1872,1872,217,29,87,116
1873,1873,173,45,69,114
1874,1874,104,13,52,65
1875,1875,53,29,28,57
1876,1876,28,24,73,97
1877,1877,121,58,20,78
1878,1878,331,49,70,119
1879,1879,410,45,50,95
1880,1880,297,58,46,104
1881,1881,110,29,59,88
1882,1882,442,24,42,66
1883,1883,163,37,94,131
1884,1884,399,40,32,72
1885,1885,274,38,71,109
1886,1886,346,60,19,79
1887,1887,114,11,86,97
1888,1888,188,14,114,128
1889,1889,98,45,43,88
1890,1890,188,56,27,83
1891,1891,197,28,86,114
1892,1892,342,31,92,123
1893,1893,212,43,53,96
1894,1894,243,47,43,90
1895,1895,322,11,106,117
1896,1896,419,19,114,133
1897,1897,41,58,76,134
1898,1898,319,13,74,87
1899,1899,311,34,52,86
1900,1900,25,40,23,63
1901,1901,215,58,88,146
1902,1902,478,23,88,111
1903,1903,143,54,66,120
1904,1904,103,24,19,43
1905,1905,280,15,36,51
1906,1906,316,53,112,165
1907,1907,432,24,72,96
1908,1908,351,60,37,97
1909,1909,385,50,32,82
1910,1910,371,45,16,61
1911,1911,338,27,74,101
1912,1912,271,44,75,119
1913,1913,379,37,27,64
1914,1914,310,51,27,78
1915,1915,256,32,93,125
1916,1916,280,58,110,168
1917,1917,163,22,34,56
1918,1918,423,19,117,136
1919,1919,366,52,52,104
1920,1920,103,35,55,90
1921,1921,271,12,63,75
1922,1922,273,35,112,147
1923,1923,368,57,63,120
1924,1924,442,30,36,66
1925,1925,110,55,40,95
1926,1926,335,51,26,77
1927,1927,131,48,118,166
1928,1928,262,35,36,71
1929,1929,227,39,21,60
1930,1930,257,48,48,96
1931,1931,420,49,49,98
1932,1932,38,12,23,35
1933,1933,222,53,98,151
1934,1934,388,34,52,86
1935,1935,228,49,92,141
1936,1936,305,24,88,112
1937,1937,84,20,24,44
1938,1938,159,36,108,144
1939,1939,255,44,16,60
1940,1940,366,40,47,87
1941,1941,171,51,66,117
1942,1942,270,10,72,82
1943,1943,332,19,82,101
1944,1944,258,58,104,162
1945,1945,453,30,43,73
1946,1946,441,59,111,170
1947,1947,282,12,26,38
1948,1948,309,38,81,119
1949,1949,61,10,32,42
1950,1950,342,18,101,119
1951,1951,81,57,108,165
1952,1952,427,33,75,108
1953,1953,421,13,83,96
1954,1954,271,14,80,94
1955,1955,218,56,66,122
1956,1956,410,36,108,144
1957,1957,210,41,90,131
1958,1958,363,41,34,75
1959,1959,357,28,110,138
1960,1960,255,36,46,82
1961,1961,109,57,39,96
1962,1962,143,23,84,107
1963,1963,111,23,61,84
1964,1964,223,38,61,99
1965,1965,459,19,75,94
1966,1966,407,14,81,95
1967,1967,217,30,81,111
1968,1968,303,58,57,115
1969,1969,265,38,48,86
1970,1970,367,42,73,115
1971,1971,19,37,81,118
1972,1972,42,37,108,145
1973,1973,407,51,66,117
1974,1974,481,25,109,134
1975,1975,130,17,65,82
1976,1976,304,59,79,138
1977,1977,309,57,46,103
1978,1978,111,37,50,87
1979,1979,255,26,88,114
1980,1980,208,58,44,102
1981,1981,455,53,28,81
1982,1982,411,12,18,30
1983,1983,132,34,21,55
1984,1984,85,31,25,56
1985,1985,100,51,74,125
1986,1986,187,46,68,114
1987,1987,450,29,50,79
1988,1988,171,28,18,46
1989,1989,324,32,71,103
1990,1990,237,52,44,96
1991,1991,252,20,40,60
1992,1992,36,23,75,98
1993,1993,302,28,29,57
1994,1994,428,51,42,93
1995,1995,452,30,53,83
1996,1996,146,51,63,114
1997,1997,162,30,102,132
1998,1998,82,58,72,130
1999,1999,352,25,75,100
2000,2000,32,46,47,93
2001,2001,387,37,48,85
2002,2002,348,59,81,140
2003,2003,341,16,50,66
2004,2004,312,58,52,110
2005,2005,480,17,98,115
2006,2006,377,10,32,42
2007,2007,378,27,36,63
